Sexo;Comunidades Autónomas;Días trabajados en el domicilio particular;Periodo;Total
Hombres;16 País Vasco;Total;2010;426,1
Hombres;16 País Vasco;Total;2009;423,6
Hombres;16 País Vasco;Total;2008;441
Hombres;16 País Vasco;Total;2007;423,7
Hombres;16 País Vasco;Total;2006;445,4
Hombres;16 País Vasco;Ocasionalmente;2021;10,4
Hombres;16 País Vasco;Ocasionalmente;2020;10,8
Hombres;16 País Vasco;Ocasionalmente;2019;7,5
Hombres;16 País Vasco;Ocasionalmente;2018;6,2
Hombres;16 País Vasco;Ocasionalmente;2017;4
Hombres;16 País Vasco;Ocasionalmente;2016;4,9
Hombres;16 País Vasco;Ocasionalmente;2015;2,3
Hombres;16 País Vasco;Ocasionalmente;2014;4,5
Hombres;16 País Vasco;Ocasionalmente;2013;6,3
Hombres;16 País Vasco;Ocasionalmente;2012;2
Hombres;16 País Vasco;Ocasionalmente;2011;7,7
Hombres;16 País Vasco;Ocasionalmente;2010;5,9
Hombres;16 País Vasco;Ocasionalmente;2009;3,9
Hombres;16 País Vasco;Ocasionalmente;2008;3,1
Hombres;16 País Vasco;Ocasionalmente;2007;2,4
Hombres;16 País Vasco;Ocasionalmente;2006;2,7
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2021;12,8
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2020;19,6
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2019;7,5
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2018;6,4
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2017;6,2
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2016;2,5
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2015;4,9
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2014;4,8
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2013;6,1
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2012;3,6
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2011;3,8
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2010;2,9
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2009;2,5
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2008;2,9
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2007;3,6
Hombres;16 País Vasco;Más de la mitad de los días que trabajó;2006;5,3
Hombres;16 País Vasco;Ningún día;2021;366,6
Hombres;16 País Vasco;Ningún día;2020;357,6
Hombres;16 País Vasco;Ningún día;2019;388,9
Hombres;16 País Vasco;Ningún día;2018;392,8
Hombres;16 País Vasco;Ningún día;2017;395,2
Hombres;16 País Vasco;Ningún día;2016;385,6
Hombres;16 País Vasco;Ningún día;2015;364,5
Hombres;16 País Vasco;Ningún día;2014;356,8
Hombres;16 País Vasco;Ningún día;2013;364,9
Hombres;16 País Vasco;Ningún día;2012;379,4
Hombres;16 País Vasco;Ningún día;2011;414,7
Hombres;16 País Vasco;Ningún día;2010;413,5
Hombres;16 País Vasco;Ningún día;2009;411,6
Hombres;16 País Vasco;Ningún día;2008;431,7
Hombres;16 País Vasco;Ningún día;2007;414
Hombres;16 País Vasco;Ningún día;2006;435,5
Hombres;16 País Vasco;No sabe;2021;3,2
Hombres;16 País Vasco;No sabe;2020;7,9
Hombres;16 País Vasco;No sabe;2019;4
Hombres;16 País Vasco;No sabe;2018;5,2
Hombres;16 País Vasco;No sabe;2017;6,3
Hombres;16 País Vasco;No sabe;2016;4,4
Hombres;16 País Vasco;No sabe;2015;4,1
Hombres;16 País Vasco;No sabe;2014;5,1
Hombres;16 País Vasco;No sabe;2013;4,3
Hombres;16 País Vasco;No sabe;2012;8,2
Hombres;16 País Vasco;No sabe;2011;6
Hombres;16 País Vasco;No sabe;2010;3,8
Hombres;16 País Vasco;No sabe;2009;5,7
Hombres;16 País Vasco;No sabe;2008;3,3
Hombres;16 País Vasco;No sabe;2007;3,7
Hombres;16 País Vasco;No sabe;2006;1,9
Hombres;17 Rioja, La;Total;2021;62,3
Hombres;17 Rioja, La;Total;2020;57,5
Hombres;17 Rioja, La;Total;2019;61,3
Hombres;17 Rioja, La;Total;2018;56,6
Hombres;17 Rioja, La;Total;2017;56,7
Hombres;17 Rioja, La;Total;2016;62,3
Hombres;17 Rioja, La;Total;2015;59,2
Hombres;17 Rioja, La;Total;2014;51,7
Hombres;17 Rioja, La;Total;2013;54,8
Hombres;17 Rioja, La;Total;2012;56,2
Hombres;17 Rioja, La;Total;2011;58,9
Hombres;17 Rioja, La;Total;2010;63,5
Hombres;17 Rioja, La;Total;2009;61,6
Hombres;17 Rioja, La;Total;2008;66,3
Hombres;17 Rioja, La;Total;2007;64,2
Hombres;17 Rioja, La;Total;2006;65,2
Hombres;17 Rioja, La;Ocasionalmente;2021;1,8
Hombres;17 Rioja, La;Ocasionalmente;2020;1,7
Hombres;17 Rioja, La;Ocasionalmente;2019;0,7
Hombres;17 Rioja, La;Ocasionalmente;2018;1
Hombres;17 Rioja, La;Ocasionalmente;2017;0,6
Hombres;17 Rioja, La;Ocasionalmente;2016;0,4
Hombres;17 Rioja, La;Ocasionalmente;2015;0,7
Hombres;17 Rioja, La;Ocasionalmente;2014;0,3
Hombres;17 Rioja, La;Ocasionalmente;2013;0,4
Hombres;17 Rioja, La;Ocasionalmente;2012;0,9
Hombres;17 Rioja, La;Ocasionalmente;2011;0,6
Hombres;17 Rioja, La;Ocasionalmente;2010;0,8
Hombres;17 Rioja, La;Ocasionalmente;2009;1,2
Hombres;17 Rioja, La;Ocasionalmente;2008;1,3
Hombres;17 Rioja, La;Ocasionalmente;2007;0,3
Hombres;17 Rioja, La;Ocasionalmente;2006;0,1
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2021;2
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2020;4,2
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2019;1
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2018;1
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2017;0,5
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2016;0,8
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2015;0,7
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2014;0,6
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2013;0,3
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2012;1
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2011;0,7
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2010;0,4
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2009;1,3
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2008;0,3
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2007;0,4
Hombres;17 Rioja, La;Más de la mitad de los días que trabajó;2006;0,7
Hombres;17 Rioja, La;Ningún día;2021;58,4
Hombres;17 Rioja, La;Ningún día;2020;51,2
Hombres;17 Rioja, La;Ningún día;2019;58,5
Hombres;17 Rioja, La;Ningún día;2018;54
Hombres;17 Rioja, La;Ningún día;2017;54,7
Hombres;17 Rioja, La;Ningún día;2016;60
Hombres;17 Rioja, La;Ningún día;2015;56,7
Hombres;17 Rioja, La;Ningún día;2014;50,1
Hombres;17 Rioja, La;Ningún día;2013;53,6
Hombres;17 Rioja, La;Ningún día;2012;54,1
Hombres;17 Rioja, La;Ningún día;2011;57
Hombres;17 Rioja, La;Ningún día;2010;61,6
Hombres;17 Rioja, La;Ningún día;2009;58,4
Hombres;17 Rioja, La;Ningún día;2008;64,2
Hombres;17 Rioja, La;Ningún día;2007;63,3
Hombres;17 Rioja, La;Ningún día;2006;63,5
Hombres;17 Rioja, La;No sabe;2021;0,2
Hombres;17 Rioja, La;No sabe;2020;0,3
Hombres;17 Rioja, La;No sabe;2019;1
Hombres;17 Rioja, La;No sabe;2018;0,6
Hombres;17 Rioja, La;No sabe;2017;0,8
Hombres;17 Rioja, La;No sabe;2016;1,1
Hombres;17 Rioja, La;No sabe;2015;1,1
Hombres;17 Rioja, La;No sabe;2014;0,8
Hombres;17 Rioja, La;No sabe;2013;0,5
Hombres;17 Rioja, La;No sabe;2012;0,2
Hombres;17 Rioja, La;No sabe;2011;0,6
Hombres;17 Rioja, La;No sabe;2010;0,6
Hombres;17 Rioja, La;No sabe;2009;0,7
Hombres;17 Rioja, La;No sabe;2008;0,6
Hombres;17 Rioja, La;No sabe;2007;0,2
Hombres;17 Rioja, La;No sabe;2006;0,8
Hombres;18 Ceuta;Total;2021;11,4
Hombres;18 Ceuta;Total;2020;14,2
Hombres;18 Ceuta;Total;2019;11,2
Hombres;18 Ceuta;Total;2018;13,6
Hombres;18 Ceuta;Total;2017;15,4
Hombres;18 Ceuta;Total;2016;13,7
Hombres;18 Ceuta;Total;2015;14,2
Hombres;18 Ceuta;Total;2014;13,4
Hombres;18 Ceuta;Total;2013;13,8
Hombres;18 Ceuta;Total;2012;12,6
Hombres;18 Ceuta;Total;2011;14,3
Hombres;18 Ceuta;Total;2010;16,6
Hombres;18 Ceuta;Total;2009;15,8
Hombres;18 Ceuta;Total;2008;14,7
Hombres;18 Ceuta;Total;2007;15
Hombres;18 Ceuta;Total;2006;12,2
Hombres;18 Ceuta;Ocasionalmente;2021;0,2
Hombres;18 Ceuta;Ocasionalmente;2020;..
Hombres;18 Ceuta;Ocasionalmente;2019;0,4
Hombres;18 Ceuta;Ocasionalmente;2018;..
Hombres;18 Ceuta;Ocasionalmente;2017;0,1
Hombres;18 Ceuta;Ocasionalmente;2016;0,2
Hombres;18 Ceuta;Ocasionalmente;2015;..
Hombres;18 Ceuta;Ocasionalmente;2014;0,2
Hombres;18 Ceuta;Ocasionalmente;2013;0,2
Hombres;18 Ceuta;Ocasionalmente;2012;..
Hombres;18 Ceuta;Ocasionalmente;2011;0,3
Hombres;18 Ceuta;Ocasionalmente;2010;0,3
Hombres;18 Ceuta;Ocasionalmente;2009;..
Hombres;18 Ceuta;Ocasionalmente;2008;..
Hombres;18 Ceuta;Ocasionalmente;2007;0,4
Hombres;18 Ceuta;Ocasionalmente;2006;0,4
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2021;0,4
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2020;0,5
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2019;0,3
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2018;0,7
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2017;0,2
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2016;0,1
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2015;0,2
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2014;..
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2013;0,3
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2012;0,2
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2011;0,1
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2010;0,3
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2009;0,1
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2008;0,1
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2007;..
Hombres;18 Ceuta;Más de la mitad de los días que trabajó;2006;0,3
Hombres;18 Ceuta;Ningún día;2021;10,7
Hombres;18 Ceuta;Ningún día;2020;13,7
Hombres;18 Ceuta;Ningún día;2019;10,2
Hombres;18 Ceuta;Ningún día;2018;12,7
Hombres;18 Ceuta;Ningún día;2017;14,9
Hombres;18 Ceuta;Ningún día;2016;13,4
Hombres;18 Ceuta;Ningún día;2015;13,6
Hombres;18 Ceuta;Ningún día;2014;13,3
Hombres;18 Ceuta;Ningún día;2013;13,2
Hombres;18 Ceuta;Ningún día;2012;12,4
Hombres;18 Ceuta;Ningún día;2011;13,9
Hombres;18 Ceuta;Ningún día;2010;16
Hombres;18 Ceuta;Ningún día;2009;15,4
Hombres;18 Ceuta;Ningún día;2008;14,6
Hombres;18 Ceuta;Ningún día;2007;14,2
Hombres;18 Ceuta;Ningún día;2006;11,5
Hombres;18 Ceuta;No sabe;2021;..
Hombres;18 Ceuta;No sabe;2020;..
Hombres;18 Ceuta;No sabe;2019;0,3
Hombres;18 Ceuta;No sabe;2018;0,2
Hombres;18 Ceuta;No sabe;2017;0,2
Hombres;18 Ceuta;No sabe;2016;..
Hombres;18 Ceuta;No sabe;2015;0,4
Hombres;18 Ceuta;No sabe;2014;..
Hombres;18 Ceuta;No sabe;2013;..
Hombres;18 Ceuta;No sabe;2012;..
Hombres;18 Ceuta;No sabe;2011;..
Hombres;18 Ceuta;No sabe;2010;..
Hombres;18 Ceuta;No sabe;2009;0,3
Hombres;18 Ceuta;No sabe;2008;..
Hombres;18 Ceuta;No sabe;2007;0,4
Hombres;18 Ceuta;No sabe;2006;..
Hombres;19 Melilla;Total;2021;14,8
Hombres;19 Melilla;Total;2020;12,7
Hombres;19 Melilla;Total;2019;15
Hombres;19 Melilla;Total;2018;14,9
Hombres;19 Melilla;Total;2017;14,6
Hombres;19 Melilla;Total;2016;13
Hombres;19 Melilla;Total;2015;11
Hombres;19 Melilla;Total;2014;13,2
Hombres;19 Melilla;Total;2013;9,5
Hombres;19 Melilla;Total;2012;14,1
Hombres;19 Melilla;Total;2011;11,4
Hombres;19 Melilla;Total;2010;12,6
Hombres;19 Melilla;Total;2009;10,9
Hombres;19 Melilla;Total;2008;14,2
Hombres;19 Melilla;Total;2007;11,7
Hombres;19 Melilla;Total;2006;11,6
Hombres;19 Melilla;Ocasionalmente;2021;..
Hombres;19 Melilla;Ocasionalmente;2020;0,2
Hombres;19 Melilla;Ocasionalmente;2019;0,1
Hombres;19 Melilla;Ocasionalmente;2018;0,2
Hombres;19 Melilla;Ocasionalmente;2017;0,5
Hombres;19 Melilla;Ocasionalmente;2016;0,1
Hombres;19 Melilla;Ocasionalmente;2015;..
Hombres;19 Melilla;Ocasionalmente;2014;..
Hombres;19 Melilla;Ocasionalmente;2013;0,2
Hombres;19 Melilla;Ocasionalmente;2012;0,5
Hombres;19 Melilla;Ocasionalmente;2011;..
Hombres;19 Melilla;Ocasionalmente;2010;..
Hombres;19 Melilla;Ocasionalmente;2009;..
Hombres;19 Melilla;Ocasionalmente;2008;0,8
Hombres;19 Melilla;Ocasionalmente;2007;..
Hombres;19 Melilla;Ocasionalmente;2006;..
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2021;1,2
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2020;0,7
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2019;0,5
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2018;0,2
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2017;0,6
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2016;0,1
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2015;..
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2014;0,2
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2013;0,4
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2012;..
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2011;..
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2010;..
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2009;0,3
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2008;..
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2007;0,4
Hombres;19 Melilla;Más de la mitad de los días que trabajó;2006;..
Hombres;19 Melilla;Ningún día;2021;13,6
Hombres;19 Melilla;Ningún día;2020;11,8
Hombres;19 Melilla;Ningún día;2019;14,5
Hombres;19 Melilla;Ningún día;2018;14,2
Hombres;19 Melilla;Ningún día;2017;13,3
Hombres;19 Melilla;Ningún día;2016;12,8
Hombres;19 Melilla;Ningún día;2015;11
Hombres;19 Melilla;Ningún día;2014;12,7
Hombres;19 Melilla;Ningún día;2013;8,8
Hombres;19 Melilla;Ningún día;2012;13,6
Hombres;19 Melilla;Ningún día;2011;11,4
Hombres;19 Melilla;Ningún día;2010;12,6
Hombres;19 Melilla;Ningún día;2009;10,7
Hombres;19 Melilla;Ningún día;2008;13,3
Hombres;19 Melilla;Ningún día;2007;11,1
Hombres;19 Melilla;Ningún día;2006;11,5
Hombres;19 Melilla;No sabe;2021;..
Hombres;19 Melilla;No sabe;2020;..
Hombres;19 Melilla;No sabe;2019;..
Hombres;19 Melilla;No sabe;2018;0,4
Hombres;19 Melilla;No sabe;2017;0,2
Hombres;19 Melilla;No sabe;2016;..
Hombres;19 Melilla;No sabe;2015;..
Hombres;19 Melilla;No sabe;2014;0,3
Hombres;19 Melilla;No sabe;2013;..
Hombres;19 Melilla;No sabe;2012;..
Hombres;19 Melilla;No sabe;2011;..
Hombres;19 Melilla;No sabe;2010;..
Hombres;19 Melilla;No sabe;2009;..
Hombres;19 Melilla;No sabe;2008;0,2
Hombres;19 Melilla;No sabe;2007;0,2
Hombres;19 Melilla;No sabe;2006;0,2
Mujeres;Total Nacional;Total;2021;8.020,5
Mujeres;Total Nacional;Total;2020;7.717,1
Mujeres;Total Nacional;Total;2019;7.963,9
Mujeres;Total Nacional;Total;2018;7.765,5
Mujeres;Total Nacional;Total;2017;7.495,9
Mujeres;Total Nacional;Total;2016;7.281,4
Mujeres;Total Nacional;Total;2015;7.052,5
Mujeres;Total Nacional;Total;2014;6.854,7
Mujeres;Total Nacional;Total;2013;6.857,8
Mujeres;Total Nacional;Total;2012;6.992,8
Mujeres;Total Nacional;Total;2011;7.283,6
Mujeres;Total Nacional;Total;2010;7.234
Mujeres;Total Nacional;Total;2009;7.314
Mujeres;Total Nacional;Total;2008;7.537,8
Mujeres;Total Nacional;Total;2007;7.362
Mujeres;Total Nacional;Total;2006;7.018,2
Mujeres;Total Nacional;Ocasionalmente;2021;389,2
Mujeres;Total Nacional;Ocasionalmente;2020;221,4
Mujeres;Total Nacional;Ocasionalmente;2019;130,2
Mujeres;Total Nacional;Ocasionalmente;2018;118,9
Mujeres;Total Nacional;Ocasionalmente;2017;98,4
Mujeres;Total Nacional;Ocasionalmente;2016;84,7
Mujeres;Total Nacional;Ocasionalmente;2015;72,8
Mujeres;Total Nacional;Ocasionalmente;2014;65,6
Mujeres;Total Nacional;Ocasionalmente;2013;118,7
Mujeres;Total Nacional;Ocasionalmente;2012;84,2
Mujeres;Total Nacional;Ocasionalmente;2011;84,7
Mujeres;Total Nacional;Ocasionalmente;2010;80,7
Mujeres;Total Nacional;Ocasionalmente;2009;87,7
Mujeres;Total Nacional;Ocasionalmente;2008;76,3
Mujeres;Total Nacional;Ocasionalmente;2007;65,4
Mujeres;Total Nacional;Ocasionalmente;2006;70,4
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2021;676,7
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2020;829,1
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2019;228,8
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2018;196,9
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2017;183,2
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2016;148,6
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2015;142,6
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2014;188,4
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2013;205,8
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2012;212,7
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2011;206,6
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2010;194,3
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2009;161,8
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2008;157,5
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2007;119,6
Mujeres;Total Nacional;Más de la mitad de los días que trabajó;2006;101,6
Mujeres;Total Nacional;Ningún día;2021;6.870,2
Mujeres;Total Nacional;Ningún día;2020;6.524
Mujeres;Total Nacional;Ningún día;2019;7.510
Mujeres;Total Nacional;Ningún día;2018;7.364,1
Mujeres;Total Nacional;Ningún día;2017;7.132,2
Mujeres;Total Nacional;Ningún día;2016;6.969,6
Mujeres;Total Nacional;Ningún día;2015;6.772,2
Mujeres;Total Nacional;Ningún día;2014;6.528
Mujeres;Total Nacional;Ningún día;2013;6.467
Mujeres;Total Nacional;Ningún día;2012;6.623,3
Mujeres;Total Nacional;Ningún día;2011;6.949,1
Mujeres;Total Nacional;Ningún día;2010;6.909,5
Mujeres;Total Nacional;Ningún día;2009;7.014,6
Mujeres;Total Nacional;Ningún día;2008;7.263,1
Mujeres;Total Nacional;Ningún día;2007;7.124,9
Mujeres;Total Nacional;Ningún día;2006;6.803,5
Mujeres;Total Nacional;No sabe;2021;84,3
Mujeres;Total Nacional;No sabe;2020;142,7
Mujeres;Total Nacional;No sabe;2019;94,9
Mujeres;Total Nacional;No sabe;2018;85,5
Mujeres;Total Nacional;No sabe;2017;82,1
Mujeres;Total Nacional;No sabe;2016;78,5
Mujeres;Total Nacional;No sabe;2015;65
Mujeres;Total Nacional;No sabe;2014;72,7
Mujeres;Total Nacional;No sabe;2013;66,3
Mujeres;Total Nacional;No sabe;2012;72,6
Mujeres;Total Nacional;No sabe;2011;43,2
Mujeres;Total Nacional;No sabe;2010;49,5
Mujeres;Total Nacional;No sabe;2009;50
Mujeres;Total Nacional;No sabe;2008;40,9
Mujeres;Total Nacional;No sabe;2007;52
Mujeres;Total Nacional;No sabe;2006;42,7
Mujeres;01 Andalucía;Total;2021;1.142,9
Mujeres;01 Andalucía;Total;2020;1.097,7
Mujeres;01 Andalucía;Total;2019;1.149,7
Mujeres;01 Andalucía;Total;2018;1.129,5
Mujeres;01 Andalucía;Total;2017;1.120,1
Mujeres;01 Andalucía;Total;2016;1.100,7
Mujeres;01 Andalucía;Total;2015;1.032
Mujeres;01 Andalucía;Total;2014;1.006,4
Mujeres;01 Andalucía;Total;2013;969,7
Mujeres;01 Andalucía;Total;2012;1.021,6
Mujeres;01 Andalucía;Total;2011;1.074,2
Mujeres;01 Andalucía;Total;2010;1.064,7
Mujeres;01 Andalucía;Total;2009;1.078,8
Mujeres;01 Andalucía;Total;2008;1.108,8
Mujeres;01 Andalucía;Total;2007;1.083,4
Mujeres;01 Andalucía;Total;2006;1.005
Mujeres;01 Andalucía;Ocasionalmente;2021;53,8
Mujeres;01 Andalucía;Ocasionalmente;2020;16,4
Mujeres;01 Andalucía;Ocasionalmente;2019;13,8
Mujeres;01 Andalucía;Ocasionalmente;2018;12,2
